Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 4,Area Sample 4,#Peptides,#Unique,#Spec Sample 4,PTM,Avg. Mass,Description
3,5,AM_AGSSY_3962856_1,34.23,6,6,3.39E6,1,1,8,,13527,AM_AGSSY_3962856_1
3,4,AM_AGSSY_73454_1,34.23,1,1,3.39E6,1,1,8,,80372,AM_AGSSY_73454_1
6,1666,AM_AGSSY_3934_1,24.27,1,1,6.84E4,1,1,3,,146782,AM_AGSSY_3934_1
2,14,AM_AGSSY_4877884_1,24.16,9,9,5.21E6,1,1,10,,9706,AM_AGSSY_4877884_1
7,782,AM_AGSSY_5513578_1,22.86,12,12,4.53E5,1,1,3,,6977,AM_AGSSY_5513578_1
17,1662,AM_AGSSY_1822544_1,22.53,3,3,7.48E5,1,1,1,,27222,AM_AGSSY_1822544_1
17,109,AM_AGSSY_1680574_1,22.53,3,3,7.48E5,1,1,1,,28807,AM_AGSSY_1680574_1
17,1663,AM_AGSSY_537075_1,22.53,2,2,7.48E5,1,1,1,,45531,AM_AGSSY_537075_1
20,3988,AM_AGSSY_2874531_1,19.24,4,4,1.65E3,1,1,1,,19523,AM_AGSSY_2874531_1
20,3989,AM_AGSSY_507252_1,19.24,2,2,1.65E3,1,1,1,,47531,AM_AGSSY_507252_1
12,3951,AM_AGSSY_1883372_1,19.18,3,3,5.6E3,1,1,1,,27578,AM_AGSSY_1883372_1
12,3982,AM_AGSSY_4501087_1,19.18,8,8,5.6E3,1,1,1,,11535,AM_AGSSY_4501087_1
12,3983,AM_AGSSY_4405987_1,19.18,7,7,5.6E3,1,1,1,,12490,AM_AGSSY_4405987_1
12,3984,AM_AGSSY_4014080_1,19.18,6,6,5.6E3,1,1,1,,14085,AM_AGSSY_4014080_1
12,3985,AM_AGSSY_4000719_1,19.18,6,6,5.6E3,1,1,1,,14133,AM_AGSSY_4000719_1
12,3986,AM_AGSSY_2066540_1,19.18,3,3,5.6E3,1,1,1,,26877,AM_AGSSY_2066540_1
19,3987,AM_AGSSY_5794801_1,18.90,15,15,4.13E3,1,1,1,,6337,AM_AGSSY_5794801_1
13,3991,AM_AGSSY_2772078_1,17.58,5,5,5.54E5,1,1,1,,19929,AM_AGSSY_2772078_1
5,185,AM_AGSSY_5389380_1,17.47,19,19,1.84E5,1,1,3,,8295,AM_AGSSY_5389380_1
22,3992,AM_AGSSY_407150_1,17.41,2,2,4.23E3,1,1,1,,48297,AM_AGSSY_407150_1
8,805,AM_AGSSY_605184_1,17.13,4,4,8.93E3,1,1,2,,42305,AM_AGSSY_605184_1
24,3994,AM_AGSSY_2359136_1,17.12,5,5,2.2E3,1,1,1,,22995,AM_AGSSY_2359136_1
26,3996,AM_AGSSY_2590288_1,16.55,10,10,1.29E3,1,1,1,Oxidation (M); Deamidation (NQ),22162,AM_AGSSY_2590288_1
27,3998,AM_AGSSY_3545028_1,16.27,5,5,2.04E3,1,1,1,,16526,AM_AGSSY_3545028_1
10,4001,AM_AGSSY_3546479_1,16.01,5,5,1.34E4,1,1,2,,17184,AM_AGSSY_3546479_1
28,3999,AM_AGSSY_4126042_1,15.81,8,8,6.25E2,1,1,1,Carbamidomethylation; Deamidation (NQ),13397,AM_AGSSY_4126042_1
29,4000,AM_AGSSY_2689923_1,15.79,5,5,0E0,1,1,1,,22074,AM_AGSSY_2689923_1
16,3954,AM_AGSSY_31558_1,15.71,1,1,0E0,1,1,1,,103616,AM_AGSSY_31558_1
11,786,AM_AGSSY_5063306_1,15.58,13,13,4.58E3,1,1,1,,9645,AM_AGSSY_5063306_1
39,4010,AM_AGSSY_1574381_1,15.57,3,3,0E0,1,1,1,,29267,AM_AGSSY_1574381_1
32,4004,AM_AGSSY_3006291_1,15.53,6,6,1.85E4,1,1,1,,19239,AM_AGSSY_3006291_1
14,80,AM_AGSSY_740826_1,15.52,3,3,1.61E2,1,1,1,,38259,AM_AGSSY_740826_1
36,48,AM_AGSSY_3114738_1,15.52,4,4,1.18E6,1,1,1,,18628,AM_AGSSY_3114738_1
36,49,AM_AGSSY_2395304_1,15.52,3,3,1.18E6,1,1,1,,23350,AM_AGSSY_2395304_1
36,50,AM_AGSSY_1376267_1,15.52,2,2,1.18E6,1,1,1,,30883,AM_AGSSY_1376267_1
36,51,AM_AGSSY_1378122_1,15.52,2,2,1.18E6,1,1,1,,31117,AM_AGSSY_1378122_1
36,52,AM_AGSSY_1142851_1,15.52,2,2,1.18E6,1,1,1,,34445,AM_AGSSY_1142851_1
36,53,AM_AGSSY_1146785_1,15.52,2,2,1.18E6,1,1,1,,34522,AM_AGSSY_1146785_1
34,4006,AM_AGSSY_368285_1,15.39,3,3,0E0,1,1,1,,48933,AM_AGSSY_368285_1
35,4007,AM_AGSSY_93524_1,15.24,3,3,3.98E4,1,1,1,,74446,AM_AGSSY_93524_1
38,4009,AM_AGSSY_9435_1,15.09,1,1,0E0,1,1,1,,126514,AM_AGSSY_9435_1
